1.000000000000000000e+00,4.848725153985191660e-01
9.997992043137617912e-01,9.990284420428040546e-01
9.991968978928621459e-01,9.511554116303889694e-01
9.981933226183634655e-01,2.339651521044710247e-01
9.967888815174376083e-01,9.998648795608273687e-01
9.949841386015139122e-01,9.732734670998004489e-01
9.927798186397767122e-01,-2.734885690961980087e-01
9.901768068681050528e-01,8.927596678803766395e-01
9.871761486335687286e-01,9.262771241827348900e-01
9.837790489746265354e-01,-2.505346693103314704e-01
9.799868721371930436e-01,5.836228281110187321e-01
9.758011410267689589e-01,-2.683589440972527496e-01
9.712235365968558964e-01,-8.540449924200311793e-01
9.662558971738992586e-01,8.649144434824278527e-01
9.609002177190330007e-01,-2.830551739157338154e-01
9.551586490269200480e-01,-9.061998608278432066e-01
9.490334968620115497e-01,-8.231470289228322024e-01
9.425272210325719158e-01,1.136173273549824086e-01
9.356424344028414497e-01,6.422530118973173163e-01
9.283819018437318160e-01,-8.866368657814406307e-01
9.207485391224784488e-01,9.995886935198452505e-01
9.127454117316931015e-01,-9.248322444370329354e-01
9.043757336582887163e-01,9.895911516290305521e-01
8.956428660927701069e-01,9.302054335382721195e-01
8.865503160794083737e-01,4.421275180863470378e-01
8.771017351078429503e-01,-9.568631691713634924e-01
8.673009176466739412e-01,6.083850300551491702e-02
8.571517996196370559e-01,1.430004527606720255e-01
8.466584568249702070e-01,-8.448991820464587521e-01
8.358251032986081519e-01,5.087574559628560422e-01
8.246560896218620984e-01,1.391218397750286218e-01
8.131559011742636178e-01,1.545741321734278029e-01
8.013291563322751943e-01,9.994239126228763315e-01
7.891806046145898312e-01,9.357488787282606472e-04
7.767151247747654530e-01,9.576131373591929563e-01
7.639377228419595989e-01,8.250039771091187690e-01
7.508535301105508930e-01,8.505656964549859200e-01
7.374678010794564198e-01,9.964875117667632010e-01
7.237859113419690127e-01,6.780869179525386148e-01
7.098133554269666634e-01,-2.025735428424104909e-02
6.955557445923563620e-01,8.822038500764071145e-01
6.810188045716412120e-01,-5.360941165523783886e-02
6.662083732745157638e-01,-7.830121963160309173e-01
6.511303984424116065e-01,-4.240156013800592261e-01
6.357909352599357966e-01,2.411437853307306974e-03
6.201961439231609141e-01,-3.218225576865526572e-01
6.043522871657431850e-01,9.927891054714482744e-01
5.882657277438633203e-01,9.373592283701943639e-01
5.719429258809978212e-01,3.340929717009633038e-01
5.553904366735494813e-01,1.912137786194233191e-01
5.386149074583772567e-01,9.803142657060538445e-01
5.216230751432823221e-01,7.901270029483277169e-01
5.044217635015252332e-01,-6.046629654791830788e-01
4.870178804314565513e-01,2.815350535505096174e-01
4.694184151823647677e-01,-9.773850453966264062e-01
4.516304355476541410e-01,-4.484742209842766392e-01
4.336610850264797645e-01,-7.617777666033263007e-01
4.155175799549798987e-01,-9.995840674313442031e-01
3.972072066082578123e-01,-9.988416578510929122e-01
3.787373182742765909e-01,-7.930656123727795048e-01
3.601153323008413065e-01,-9.421670598542735142e-01
3.413487271168574311e-01,9.991834614133804360e-01
3.224450392290576506e-01,-5.685126689869078875e-01
3.034118601954055583e-01,8.803141583788001157e-01
2.842568335763919762e-01,9.958362431209649701e-01
2.649876518654466495e-01,9.551228521519760095e-01
2.456120533996992983e-01,-7.447041040646861232e-01
2.261378192523303965e-01,6.110624004321945080e-01
2.065727701077590961e-01,-7.223740537527393313e-01
1.869247631209239591e-01,5.527553541991344632e-01
1.672016887619174330e-01,-9.815806712542686219e-01
1.474114676472404184e-01,-9.685859637802227695e-01
1.275620473589521575e-01,6.398546479693517641e-01
1.076613992529891067e-01,-5.963763933828258867e-01
8.771751525793730631e-02,-2.495327166298632049e-01
6.773840466554283124e-02,8.064431519196343379e-01
4.773209091424936157e-02,9.999598806003058282e-01
2.770660836705445690e-02,-9.470268023275431046e-01
7.669999084978756931e-03,-9.290633096506709654e-01
-1.236969040255637281e-02,-8.937881182926856738e-01
-3.240441232914540587e-02,4.322617096664820857e-01
-5.242612092331310619e-02,2.473345851241819104e-01
-7.242677563962560128e-02,7.708218354859226393e-03
-9.239834438770491709e-02,3.800925686547716453e-01
-1.123328067578470146e-01,7.413986435944204256e-01
-1.322221572419491065e-01,6.486395210404806433e-02
-1.520584084484525589e-01,7.164833996464247123e-01
-1.718335943100106344e-01,5.991280559888705753e-02
-1.915397732825921684e-01,-3.306666494099695930e-01
-2.111690315347373170e-01,-9.963434970736239071e-01
-2.307134861256838754e-01,-9.347685760396000354e-02
-2.501652881710881293e-01,-2.921771603753652302e-01
-2.695166259950700360e-01,6.294472686815090201e-01
-2.887597282673133314e-01,-7.634785674816355616e-01
-3.078868671239657906e-01,-9.078677206132520494e-01
-3.268903612710824524e-01,3.472935349350300682e-01
-3.457625790693669154e-01,-4.673393832033137518e-01
-3.644959415989718621e-01,-7.040852844764728946e-01
-3.830829257031279633e-01,-8.323721034253564466e-02
-4.015160670093786410e-01,-6.856784234459224470e-01
-4.197879629272074364e-01,5.468364975916918391e-01
-4.378912756208555579e-01,9.213892179085229062e-01
-4.558187349561311774e-01,4.425629694411583048e-01
-4.735631414200356937e-01,8.816608502277498705e-01
-4.911173690120226309e-01,3.492501425228220491e-01
-5.084743681057413145e-01,5.508280214548771925e-01
-5.256271682801029188e-01,-1.778359043176377663e-01
-5.425688811185440663e-01,5.750672365934551555e-01
-5.592927029753540502e-01,6.563201254966385401e-01
-5.757919177079596773e-01,-8.720416100036025853e-01
-5.920598993740724403e-01,-3.830951632100180748e-01
-6.080901148926068922e-01,-4.119548595883894548e-01
-6.238761266673126249e-01,1.181318493586133861e-01
-6.394115951720542590e-01,-6.490255417297829954e-01
-6.546902814967137108e-01,9.775480409473862320e-01
-6.697060498526795635e-01,2.528654730107194881e-01
-6.844528700369295615e-01,-5.631315891746543345e-01
-6.989248198537055812e-01,-8.514535736134365429e-03
-7.131160874928186288e-01,-3.931272913080752912e-02
-7.270209738636206342e-01,-6.974424959219465148e-01
-7.406338948837093428e-01,9.958528160859255740e-01
-7.539493837214492622e-01,8.128349066894700048e-01
-7.669620929914023888e-01,-5.812634091174754269e-01
-7.796667969017938571e-01,8.295080313289965313e-01
-7.920583933531429865e-01,7.562013702361543299e-02
-8.041319059872240604e-01,-4.231873950781279703e-01
-8.158824861855272781e-01,6.297312759884838851e-01
-8.273054150164240728e-01,3.064375725100728642e-01
-8.383961051302467604e-01,6.293033770377259861e-02
-8.491501026015313425e-01,9.546023384454114247e-01
-8.595630887176737289e-01,-8.366607318216111588e-01
-8.696308817132876179e-01,8.546557516652236730e-01
-8.793494384495664784e-01,-2.920971479769842172e-01
-8.887148560379718454e-01,7.465107292786231641e-01
-8.977233734076006666e-01,8.782505723315483515e-01
-9.063713728155984306e-01,9.230175493813218557e-01
-9.146553813000137811e-01,3.772629567361773795e-01
-9.225720720745097525e-01,1.175004648308071165e-01
-9.301182658643729617e-01,8.291527507630862548e-01
-9.372909321832819662e-01,-9.045890842032879020e-02
-9.440871905503257500e-01,6.227097586366517890e-01
-9.505043116467790654e-01,-3.729790228101569349e-01
-9.565397184121732232e-01,6.429815691476185036e-01
-9.621909870792219044e-01,8.346339091024984613e-01
-9.674558481471848825e-01,5.635025911090613127e-01
-9.723321872932800813e-01,6.772008803184600412e-01
-9.768180462217769255e-01,4.601941683545983097e-01
-9.809116234504319243e-01,4.744926732125869795e-01
-9.846112750339470754e-01,2.907042731704927996e-01
-9.879155152241656523e-01,-9.848844766083638680e-01
-9.908230170667343684e-01,8.255115503628376317e-01
-9.933326129339978827e-01,-1.253085768170540404e-01
-9.954432949939077124e-01,-9.569561067278488098e-01
-9.971542156147582547e-01,5.301093297371167745e-01
-9.984646877055893821e-01,-9.857875038650795174e-01
-9.993741849921153886e-01,-7.333035797337016382e-01
-9.998823422280728179e-01,-9.820124739913205225e-01
-9.999889553418999100e-01,-9.222134896305462792e-01
-9.996939815186898226e-01,-4.929155964801860135e-01
-9.989975392173850999e-01,-4.803677286361026089e-01
-9.978999081232055035e-01,-7.592303465783706296e-01
-9.964015290353284149e-01,4.245732743894817945e-02
-9.945030036898683257e-01,2.890741492427513770e-01
-9.922050945182243620e-01,1.104824512244694523e-01
-9.895087243408946520e-01,-8.604351673618368945e-01
-9.864149759968793285e-01,-9.928638187179226193e-01
-9.829250919088221572e-01,-9.861728074475013539e-01
-9.790404735840635420e-01,-7.708157098336030355e-01
-9.747626810518084106e-01,-3.939473412878966019e-01
-9.700934322366305818e-01,-6.549169125772550393e-01
-9.650346022685706293e-01,-7.152925984007807436e-01
-9.595882227300981393e-01,9.480761342994921126e-01
-9.537564808402471117e-01,6.832764885485658191e-01
-9.475417185762472494e-01,-1.390078549309811118e-01
-9.409464317330054062e-01,-4.472037807915809071e-01
-9.339732689208171124e-01,1.389611585061992227e-01
-9.266250305017064148e-01,-7.027258259166754284e-01
-9.189046674648255753e-01,-9.386878520776070767e-02
